 name ,category,supplier,subcategory,description,price,expiryDate,quantity,color,size,country,type,style,perc_alcholas,fermentation,aromas,taste,flavors,recommended,features
Blanche des honnelles,Biéres Artisanales,Chez Alan ,Bouteilles,"Blanche des Honnelles (1991) _tait � l'origine tr�s localis_e et s'est _tendue depuis au-del� des limites des rivi�res Honnelle, de plus en plus petites, dont elle tire son nom. La Blanche des Honnelles sort un peu des sentiers battus. Il a une couleur ambre qui est apr�s tout l'aspect traditionnel des Blanches. Il est aussi plus fort (6%) que les Blanches que nous connaissons. Son go_t est surprenant et n'est pas comparable aux bi�res du m�me nom qui sont maintenant sur le march_. Si le bouquet est tamis_, sa premi�re saveur est une nettet_ s�che et dure sur un fond de poivre. Il n'y a pas d'acidit_ dans cette Blanche compos_e de trois c_r_ales (orge, bl_, avoine). Il a un go_t stimulant, laissant une impression finale mod_r_e mais rafra�chissante. Beaucoup de caract�re et curieux.",3.3,17-05-2019,12,Blanche,33cl,Belgique,Brasserie de l'Abbaye des Rocs,Witbier,0.06,Fermentation Haute,"Agrumes, _pices","Fruits, herbes",Amerture tr�s prononc_e,"Moules, hu�tres",Moyenne 
Livinus blonde,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,17-05-2019,12,Blonde,33cl,Belgique,Van Eecke,Belgian Forte Ale ,0.1,Fermentation Haute," n�est pas tr�s intense, sur le miel, le citron, l�orange et la coriandre","La d_gustation d_marre sur une attaque principalement tourn_e vers l�amertume sur des ar�mes d�orange, de coriandre, de caramel relev_es par des notes de poivre. La deuxi�me bouche s�_quilibre entre le malt et le houblon",n.a,n.a,Forte
Orval,Biéres Artisanales,Chez Alan ,Bouteilles,"Contrairement � tous les autres, la brasserie Orval Trappist fabrique une seule bi�re pour le grand public. Il a un caract�re intens_ment aromatique et sec. Entre la premi�re et la deuxi�me fermentations, il existe _galement un proc_d_ suppl_mentaire de saut � sec. Gr�ce � cela, la bi�re acquiert son ar�me prononc_ de houblon et son go_t tr�s sec.",3.3,17-05-2019,12,Ambr_e,33cl,Belgique,Brasserie dOrval,Ale,0.062,Fermentation Haute,"Fruit_e, pomme, orange, levur_e et un peu brioch_e","Epices, clou de girofle, muscade","Douce, am�re","Moules cuisin_es � l'Orval, fromage d'Orval",Moyenne 
Belle fleur,Biéres Artisanales,Chez Alan ,Bouteilles,Belle-Fleur India Pale Ale. Le go_t pur du houblon,4,17-05-2019,12,Blonde,33cl,Belgique,De Dochter van de Korenaar,IPA,0.06,Fermentation Haute,"Fleurs, mandarine, herbes vertes","Fruits exotiques, pamplemousse, flaveurs florales et fruit_es",Amertume tr�s prononc_e,G�teau aux amandes et au citron,Moyenne 
La frontiﾏre,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,17-05-2019,12,Robe orang_e,33cl,Belgique,De Dochter van de Korenaar,American Pale Ale ,0.052,Fermentation Haute,"levure et fruit l_ger : abricot, pﾐche.","Bouche sur les des saveurs fruit_es de houblon (agrumes) et de levures, amertume pr_sente et agr_able, corps moyen, bonne longueur, bonne carbo. iﾏre l_gﾏre trﾏs agr_able et superbement _quilibr_e !",n.a,n.a,Moyenne 
Crime Passionnel,Biéres Artisanales,Chez Alan ,Bouteilles,Bl_ IPA de style international,4,17-05-2019,12,Blonde,33cl,Belgique,De Dochter van de Korenaar,IPA,0.075,Fermentation Haute,"de houblons et agrumes (pamplemousse) puissants, levure, marmelade, biscuit au gingembre - trﾏs agr_able",n.a,Assez doux et plutﾪt amer,n.a,Moyenne 
Charbon,Biéres Artisanales,Chez Alan ,Bouteilles,"Un stout sec superbe avec des notes de vanille et de fum_e. Brass_e avec une portion de malt de bl_ fum_ de chﾐne de Weyermann et des gousses de vanille de Madagascar et de la R_union entiﾏres qui ont _t_ ajout_es deux fois pendant le processus de brassage et de maturation, pour plus de complexit_.
Cela garantit que 'Charbon' est un stout sec tr�s agr_able � boire, avec un ar�me et une saveur int_ressants pour traiter les vrais amateurs de bi�re.",4,17-05-2019,12,Noire,33cl,Belgique,De Dochter van de Korenaar,Stout,0.07,Fermentation Haute,n.a,n.a,n.a,n.a,Moyenne 
Ardenne,Biéres Artisanales,Chez Alan ,Bouteilles,"Vieilli en f_ts de chﾐne, avec de l'_peautre grill_. Mosaﾥque, Belgian Golding et Hallertau.",4,17-05-2019,12,Noire,33cl,Belgique,Brasserie de Bastogne,Imperial Stout,0.08,Fermentation Haute,"Malts rﾪti et doux, de la r_glisse","Commence doucement amﾏre, rﾪtie, des notes de chocolat, de la r_glisse, de la douceur, de la fin amﾏre et douce",n.a,n.a,Forte
Viven porter     ,Biéres Artisanales,Chez Alan ,Bouteilles,"""Brass_ avec des houblons am_risants am_ricains.

Bi�re connue sous le nom de �Viven Smoked Porter� aux �tats-Unis. """,3.3,17-05-2019,12,Noire,33cl,Belgique,Brouwerij van Viven,Porter,0.07,n.a,"M_lasse, bois carbonis_, sucre brun et vegemite","La fum_e, la cendre, la cr�me et le bacon, le malt r�ti, le malt au caramel et l'alcool. La bouche soyeuse et cr_meuse se sent avec une carbonatation douce. Fini lisse et doux avec un soup�on d'amertume",n.a,n.a,Moyenne 
Achel blonde,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,18-05-2019,12,Blonde,33cl,Belgique,Brasserie Abbaye Notre-Dame de Saint-Benoit d'Achel,Pale Ale,0.08,n.a,"Malts, fruits",Agrumes,Douce amertume avec une pointe d'acret_,n.a,Forte 
Achel brune,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,19-05-2019,12,Brune,33cl,Belgique,Brasserie Abbaye Notre-Dame de Saint-Benoit d'Achel,Dark Ale,0.08,n.a,"Caramel, _pices, malts grill_s","Caramel, levure, chocolat, _pices",Finale grill_e et malt_e,n.a,Forte 
Toubadour west,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,19-05-2019,12,Noire,33cl,Belgique,Brouwerij The Musketeers,Black IPA,0.085,"n,a","Le malt, le caramel, le houblon fruit_, le sherry sec, agr_able","Caramel, fruits secs, sherry sec, l_gﾏrement br_l_ et caramel, fruits, houblon, _pic_",n.a,n.a,Forte
Patagonia dream,Biéres Artisanales,Chez Alan ,Bouteilles,"Blueberry session d'esprit. Edition limit_e 2017. Grain: bl_, malt de bl_, malt acidul_, vienner. Houblon: Mapuche, Traful, Simcoe, Magnum. cassis et pamplemousse (Mapuche), floral et _pic_ (Traful) Myrtilles 42g / l",4,20-05-2019,12,Blonde,33cl,Belgique,Brussels beer project kust,Session wit ale ,0.042,n.a,Fruits tels que myrtille et pamplemousse,n.a,n.a,n.a,L_gﾏre
Delta       ,Biéres Artisanales,Chez Alan ,Bouteilles,Brass_ avec des houblons Citra & Smaragd.,4,21-05-2019,12,Blonde,33cl,Belgique,Brussels beer project ,Belgian IPA,0.065,Fermentation Haute,"Citron, fruits exotiques","Fruits, _pices","Sﾏche, amﾏre et persistante","Guacamole, curry indien, tajine de poulet aux olives, reblochon",Moyenne 
Eternity,Biéres Artisanales,Chez Alan ,Bouteilles,Ale a brass_ pour le club de test Bi�res Sociales Club Beer � Reims en collaboration avec Vitalic Cucumber et Juniper Gin ale. Accompagnement musical avec l'_lectro fran�aise Vitalic!,4,22-05-2019,12,Noire,33cl,Belgique,Brussels beer project ,Black IPA,0.041,Fermentation Haute,"Caramel, aiguilles de pin, malt grill_","Fruits, agrumes, notes fum_es, pin",Finement am�re,"Gambas � la plancha, burger aux oignons, cake � l'orange",L_g�re
Dark sister,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,23-05-2019,12,Noire,33cl,Belgique,Brussels beer project ,Black IPA,0.06665,n.a,n.a,n.a,n.a,n.a,Moyenne 
Triple,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette bi�re a une t�te blanche, lisse et tr�s compacte. Sa couleur ambre p�le est tr�s caract_ristique r_v_lant un malt distinct. Il a un ar�me riche avec une combinaison unique de houblons aromatiques, d'_pices et le bouquet typique de la fermentation - tr�s fruit_. La fermentation secondaire dans la bouteille lui donne un ar�me unique d_ � la pr_sence de levure. St Feuillien Triple a un go_t tr�s fort et exceptionnellement persistant gr�ce � sa densit_ et sa longue p_riode de stockage.",3.3,23-05-2019,12,Blonde,33cl,Belgique,St-Feuillien,Triple,0.085,Fermentation Haute,"Epices, fruits",n.a,n.a,n.a,Forte
Paix dieu       ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,23-05-2019,12,Blonde,33cl,Belgique,Caulier,Pale Ale,0.1,Fermentation Haut,"Levure, vanille, abricot, coriandre","Coriandre, _pices, levure, fruits","Douce, l_gﾏrement sucr_e, amertume pr_sente",Plateau de fromages,Forte
Hercule ,Biéres Artisanales,Chez Alan ,Bouteilles,"La seule �stout belge� autoproclam_e - 9% en volume - porte le nom du c_l�bre d_tective belge Hercule Poirrot et est consid_r_e comme une Classique mondiale.
Fabriqu_ en petits lots, puis lager pendant dix jours dans des f_ts de chﾐne allemand.
""Le Hercule est consid_r_ par beaucoup comme un classique - tr�s malt_, mais sec, avec un soup�on de douceur dans la finale, et parfaitement houblonn_.Il a un ar�me _pic_ tr�s distinctif et enivrant d'_pinette fra�che qui remplit soudainement, irr_sistiblement, le Le caract�re unique de cette maison provient probablement des souches de levure utilis_es par la brasserie - et peut-�tre de la fermentation en ch�ne - car les bi�res sont enti�rement faites de malt et de houblon, sans aucune _pice ni sucre. """,4,23-05-2019,12,Noire,33cl,Belgique,Ellezelloise (Brasserie des L_gendes),Imperial Stout,0.09,Fermentation Haute,"Malts torr_fi_s, caf_ fort","Caf_, moka",S�che avec une belle amertume,"Terrine de campagne, charcuterie, viande rouge grill_e, roquefort",Forte
Pauwel Kwak  ,Biéres Artisanales,Chez Alan ,Bouteilles,Cors_ Belge Sp_cialit_ Ale. Ambre en couleur avec une belle mousse et un caractﾏre de malt l_gﾏrement sucr_ et s_duisant. Exp_rience belge riche et satisfaisante.,2.2,24-05-2019,12,Ambr_e,33cl,Belgique,Brouwerij Bosteels (AB-InBev),Pale Ale,0.089,Fermentation Haute,"Caramel, nougat, malts torr_fi_s","Fruits secs, malts grill_s, caramel, houblon",n.a,n.a,Forte
Tripel karmeliet,Biéres Artisanales,Chez Alan ,Bouteilles,"Premiﾏre brass_e en 1996; pr_tendait ﾐtre bas_ sur une recette de 1679 qui utilisait le bl_, l'avoine et l'orge.
Tripel Karmeliet est un breuvage tr�s raffin_ et complexe d'or � bronze avec une t�te cr_meuse fantastique. Ces caract_ristiques d_rivent non seulement des grains utilis_s mais aussi du saut serr_ avec les Styriens et de la nature fruit_e (banane et vanille) de la levure maison. Ar�me a des notes de vanille m_lang_es avec des ar�mes d'agrumes. Tripel Karmeliet a non seulement la l_g�ret_ et la fra�cheur du bl_, mais aussi l'onctuosit_ de l'avoine avec une s_cheresse citronn_e _pic_e presque quinquina.",2.75,25-05-2019,12,Blonde,33cl,Belgique,Brouwerij Bosteels (AB-InBev),Triple,0.089,Fermentation Haute,"C_r_ales, grains, _pices, parfum d'orange","Flaveurs _pic_es et grill_es, finale sucr_e et note d'orange",Sucr_e et pas am�re,"Curry d'agneau, courgettes farcies",Forte
Rochefort   6,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette bi�re, la plus ancienne des trois bi�res trappistes de Rochefort, a la couleur rouge�tre des feuilles d'automne, un corps mou et un palais herbac_ terreux (un soup�on de th_ Darjeeling), qui se d_veloppe en un fruit_ profond.",3,26-05-2019,12,Brune,33cl,Belgique,Brasserie Rochefort,N.a,0.075,Fermentation haute,"Caramel, _pices, raisin","C_r_ales, _pices",Sucr_e et peu am�re,N.a,Moyenne 
Rochefort   8,Biéres Artisanales,Chez Alan ,Bouteilles,"le cousin inf_rieur de gravit_ � Rochefort 10. Surnomm_e ""Sp_ciale"", cette bi�re est la production la plus r_cente. Le Rochefort 8 a une couleur plus fauve et un ar�me plus prononc_, avec un fruit_ encore plus riche (une l_g�re nuance de figue) et une s_cheresse un peu plus _pic_e, comme celle d'un g�teau, qui donne une finale _quilibr_e aux notes finales.",3.1,27-05-2019,12,Brune,33cl,Belgique,Brasserie Rochefort,Belgian Dark Ale,0.092,Fermentation haute,"Malts torr_fi_s, figue, alcool, _pices","Fruits cuits, caramel, chocolat, _pices",Sucr_e et pas am�re,"Viandes rouges, brais_es ou mijot_es",Forte
Rochefort     10,Biéres Artisanales,Chez Alan ,Bouteilles,"Le produit phare de la brasserie Trappiste de Rochefort. Couleur sombre, go_t plein et tr�s impressionnant. Forte prune, raisin et groseille noire, avec des notes ascendantes de vinosit_ et d'autres complexit_s.",3.75,28-05-2019,12,Brune,33cl,Belgique,Brasserie Rochefort,Quadruple,0.113,Fermentation haute,"Pruneau, sucre, malts grill_s",Fruits m_rs et mac_r_s � l'alcool,"Liquoreuse, amertume tr�s faible","Glace aux pruneaux, tiramisu au pain d'_pice",Forte
Witkap pater  dubbel,Biéres Artisanales,Chez Alan ,Bouteilles,"Witkap Pater Dubbel (7% vol.) Est une biﾏre d'abbaye sombre avec une tﾐte de mousse crﾏme, une saveur pleine et des notes de caramel. Biﾏre remarquablement fonc_e qui s'associe particuliﾏrement bien aux desserts au chocolat belge.",3.3,29-05-2019,12,Noire,33cl,Belgique,Brouwerij Slaghmuylder,Abbey dubble,0.07,N.a,"Caramel, Toast, Terre,","Douceur l_gﾏre, amertume moyenne, PALATE: corps moyen, collant, vif, amer, finition longue,",n.a,n.a,Moyenne 
Witkap pater tripel,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,30-05-2019,12,Blonde,33cl,Belgique,Brouwerij Slaghmuylder,Tripple,0.075,Fermentation Haut,"C_r_ales, grains, _pices, parfum d'orange","Flaveurs _pic_es et grill_es, finale sucr_e et note d'orange",,"Curry d'agneau, courgettes farcies",Moyenne 
Nostradamus,Biéres Artisanales,Chez Alan ,Bouteilles,L'ABV peut varier entre 9% et 10%,3.3,31-05-2019,12,Brune,33cl,Belgique,Brasserie Caracole,Belgian Dark Ale,0.091,Fermentation Haute,"Pruneaux cuits, raisin sec, noisettes grill_es","Pruneau, compote, caramel",N.a,"Tartare de saumon, poitrine de porc marin_ dans la bliﾏre brune, crﾏme de c_leri",Forte
The devil made me brew it,Biéres Artisanales,Chez Alan ,Bouteilles,"Cette stout de farine d'avoine a _t_ brass_e avec sept malts diff_rents et quelques ajouts g_n_reux de houblon de Bramling Cross pendant l'_bullition. Tout comme nous aimons la saveur de fruit noir de Bramling Cross, il manque toujours quelque chose dans le d_partement des ar�mes, nous avons donc demand_ l'aide de Bravo, Citra, Mosaic & Simcoe apr�s la fermentation pour rendre les choses un peu plus int_ressantes.",6.6,1/6/19,12,Stout,33cl,Angleterre,Arbor ,Stout,0.055,Fermentation Haut ,"Aromas of bitter cocoa and coffee, a touch of black bread, prune, raisin, marmalade and licorice galore","En bouche, belle texture souple et huileuse, alcool au niveau avec un maigre 5.5% qui fait cependant le job, belles levures qui offrent leurs lots de flaveurs de sous-bois assez prenantes d�ailleurs, carbonatation tr�s correcte pour un Stout et tr�s belle amertume, du tout autant aux houblons qu�aux malts noirs utilis_s",n.a,n.a,Moyenne 
Barley davidson,Biéres Artisanales,Chez Alan ,Bouteilles,"Arbor's Barley Davidson est un vin d'orge, brass_ avec Citra, Simcoe et Mosaic Hops, puis vieilli en fran�ais et en am_ricain pendant neuf mois avant la mise en bouteille. Saveurs complexes et riches de fruits � noyau, m_langer avec de la vanille et de la sultane. Boire maintenant, ou laisser vieillir et m_rir.",5,2/6/19,12,Barely Wine,33cl,Angleterre,Arbor ,Barely Wine,0.097,n.a,"est extr�mement bien houblonn_ pour un Barley Wine (SImcoe, Citra, Mosaic), avec d�intenses ar�mes de fleurs et d�agrumes, d�_pices et d�aromates. (pelle-m�le, citron, poivre, vanille, pissenlit, coriandre, jasmin,mandarine, bergamote, �illet...). ","carbonatation moyenne, alcool souple mais droit dans ses bottes avec un bon 9.7%, texture ronde, corps charnu, levures franches avec une belle ligne et amertume vraiment surprenante. Sur la premi�re gorg_e, alcool et levures avec l�amertume sur la fin, seconde gorg_e sur les flaveurs vineuses en r_tro-olfaction sur le raisin - on a de franches notes de Bordeaux rouge -, la cerise",n.a,n.a,Forte
La vilaine,Biéres Artisanales,Chez Alan ,Bouteilles,Anglais IPA,3.33,3/6/19,12,Cuivre fonc_,33cl,France,Microbrasserie RZN -City Ales-,IPA,0.067,Fermentation Haut ,Caramel ou caramel,"Douceur moyenne � forte, l_g�re � aucune amertume; Palais: corps moyen, sensation de collage, finition pas tr�s longue, mais semblable � un caramel collant",n.a,n.a,Moyenne 
La Bagoul,Biéres Artisanales,Chez Alan ,Bouteilles,"La Bagoul est une Porter, une ale noire rustique de caract�re et l_g�rement houblonn_e. Bagouler, en gallo, c�est bavarder. Bagoul est le nom donn_ � l�un des ponts de Rennes et aux quais o� porteurs, chiffonniers et lavandi�res se croisaient et se rencontraient. ",3.33,4/6/19,12,Noire,33cl,France,Microbrasserie RZN -City Ales-,Porter,0.057,n.a,"Caf_, fruits secs (raisins, abricots), levure","L_g�rement amer, douceur moyenne; Bouche: corps l_ger � moyen, sensation de gueule, un peu cr_meuse, carbonatation plate, finition moyenne et longue, avec des notes de fruits secs s'_vaporant de la langue et un peu d'amertume",n.a,n.a,Moyenne 
Zang Tumb Tumb,Biéres Artisanales,Chez Alan ,Bouteilles,"Bi�re non pasteuris_e tr�s ferment_e, ferment_e en bouteille. Couleur or brillante. Les parfums de bois et d'ananas dominent le futuriste effront_ et fruit_, en hommage au Manifesto du futurisme r_volutionnaire de Martinetti. M�me un mot dans ta bouche ... Aardbeien! Attention: Cette bi�re peut sembler moins alcoolis_e. Contient Brettanomyces Bruxellensis Trois, une levure qui produit une bi�re l_g�rement acide avec des caract_ristiques d_licates de mangue et d'ananas. Servir � 8 - 10 � C. D_p�t naturel sur le fond. Ingr_dients: eau, malt d'orge, sucre, houblon, levure.",5,5/6/19,12,L'or ,33cl,Italie,Extraomnes,Belgain ale,0.075,n.a,n.a,il y a les m�mes composants avec de la cro_te de pain intermezzo pour ensuite aller � une finition herbac_e et rustique qui peut appeler une Bi�re de Garde,"de fruits de pulpe blanche tr�s m_rs, herbac_s, poivr_s, clous de girofle, floraux l_gers",n.a,Moyenne 
Heathen,Biéres Artisanales,Chez Alan ,Bouteilles,Tout Citra India Pale Ale.,6.2,5/6/19,12,Ambr_e,33cl,Angleterre,Northern Monk Brew Co.,IPA,0.072,Fermentation Haut ,Trﾏs fruit_," fruits, agrumes, amer avec une bonne sensation de bouche huileuse et grasse",,,Moyenne 
Faith,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5.55,5/6/19,12,Ambr_e,33cl,Angleterre,Northern Monk Brew Co.,American Pale ale ,0.051,Fermentation Haut ,"Est, agrumes, grain","C_r_ales, citrus, quelques notes florales",n.a,n.a,Moyenne 
Travel Notes,Biéres Artisanales,Chez Alan ,Bouteilles,"Cet IPA floral et fruit_ contient cinq ingr_dients provenant des cinq continents, mettant en vedette un monde de saveurs extraordinaires explor_ dans le Global Beer Tour de Lonely Planet.",6.66,5/6/19,12,Blonde,33cl,Angleterre,Northern Monk Brew Co.,Indian Pale Ale,0.065,Fermentation Haut ,"malt, fruit, hops, earthy, peach, caramel and citrus","malt, fruit, hops, caramel, earthy, peach, medium sweet, little grapefruit and medium bitter.",n.a,n.a,Moyenne 
Black Hole Sun,Biéres Artisanales,Chez Alan ,Bouteilles,DDH Clementine Noir IPA,7.22,5/6/19,12,Noire,33cl,Angleterre,Northern Monk Brew Co.,Black IPA,0.067,Fermentation Haut ,Beaucoup d'agrumes avec un soup�on de malt r�ti.,Amertume qui persiste sur la langue,"�quilibr_ par une bonne quantit_ de malts r�ti, une petite finition terreuse",n.a,Moyenne 
Embuscade,Biéres Artisanales,Chez Alan ,Bouteilles,"Eternels enthousiastes des longues nuits d�_t_, nous r�vions d�une bi�re rafra�chissante qui puisse tenir t�te aux viandes cuites sur le grill.  L�Embuscade est une IPA am_ricaine brass_e avec une portion de malt de bl_. Trois vari_t_s nord-am_ricaines de houblons sont continuellement ajout_es lors de la cuisson et laissent exploser leurs ar�mes d�agrumes, de r_sine et de fruits exotiques.  Gare � l�Embuscade! Houblons: Simcoe, Amarillo & Nugget Malt d�Orge: Pale Ale, Bl_, M_lanoidin & Crystal Levure: American Ale ",4.4,6/6/19,12,orang_,33cl,Suisse,La N_buleuse,IPA,0.067,Fermentation Haut ,"plaisant plein d�agrumes, l_ger r_sineux, houblons sur les c-hops et ctz. Petite note de mandarine, et effet de poudre d�ail",les agrumes avec encore une effet de r_sineux et pamplemousse plaisant. Retrouve une petite douceur fruit_e de mandarine et sur al fin une amertume devenant persistante mais diminu_e par l�effet malt p�le,n.a,n.a,Moyenne 
Stirling,Biéres Artisanales,Chez Alan ,Bouteilles,"La Stirling est n_e lors d�un voyage au coeur de la sc�ne alternative Californienne. Bi�re inspir_e par les pale ales am_ricaines, elle est houblonn_e � froid et fermente avec une levure de lager allemande. Ses notes d�agrumes s�accordent parfaitement avec les plats m_diterran_ens et la cuisine estivale. ",4,7/6/19,12,Blanche ,33cl,Suisse,La N_buleuse,california common ,0.053,Fermentation Haut ,"d�agrumes tirant vers pamplemousse et un l_ger herbac_ rappelant un c�t_ c-hops. Malt p�le, touche de levure fine en r_tro avec une ponctuation fraiche presque mielleuse de fleuri des houblons","garde si je ne me trompe, un effet lager assez l_ger vers un type allemand, malt_ caramel, 2-row, pointe de Munich. Niveau houblonn_, je note un l_ger apport agrumes -pamplemousse avec une amertume plaisante ne fin de bouche",n.a,n.a,Moyenne 
Am'Wheat,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,8/6/19,12,Blonde,33cl,Suisse,La N_buleuse,wheat ale,0.05,n.a,n.a,Tr�s fruit_ au d_but,Le bl_ et un peu � la herbe / herbeux,n.a,Moyenne 
Polyamorie,Biéres Artisanales,Chez Alan ,Bouteilles,"Sour Ale Pale. Cette bi�re est un m_lange d'une Berliner Wei�e et d'une Pale Ale am_ricaine. Saveur et ar�me de fruits l_g�rement acides et tropicaux � cause de la mangue et de la citra, et du houblon sec Amarillo.",4.44,9/6/19,12,Blonde,33cl,Pays-Bas,Oedipus,sour/wild ale,0.05,n.a,"Grassy, fruit_, agrumes, aigre, le pamplemousse, la lumi�re de mangue, levure de ferme type","Belle acidit_ et fra�che, p_tillante gaz_ifi_e, fruit_e, mangue, citron, pamplemousse, herbe, l_g�re douceur. L'amertume est assez l_ger .... corps l_ger, un peu sec � l'acidit_ fruit_e dans l'arri�re-go_t.",n.a,n.a,Moyenne 
Baltic Porter,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,7.77,10/6/19,12,Noire,33cl,France,Brasserie La D_bauche,Basltic Porter,0.1,n.a,"Intense sur le malt sombre, le caramel et le chﾐne. L'arﾪme est trﾏs agr_able sur le caramel, la vanille, le chﾐne, le chocolat noir","Lisse et cr_meuse, notes de fruits noirs, en particulier prune, douce mais pas trop, une trﾏs bonne pr_paration. Finissez sur les fruits noirs et les prunes, encore des notes de vanille et de chﾐne, du malt rﾪti, du go_t long",n.a,n.a,Forte
Amorena,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,11.1,11/6/19,12,Noire,33cl,France,Brasserie La D_bauche,Imperial Stout,0.14,Fermentation Haut ,"Ar�me tr�s complexe, malt r�ti, caf_, cerises, bois, amandes, alcool, vanille, cacao, parfois chocolat, quelques notes de fruits rouges, probablement � partir des framboises","Longue cacao et fini cerise, pas trop sucr_. Finissez avec de l'amertume et de la s_cheresse. L'arri�re-go_t de la c_r_ale et du cacao","Complexe, malt r�ti, caf_, cerises, cacao, bois, vanille, fruits rouges (framboises je suppose), plus de cerises. L'alcool donne aussi une saveur de liqueur de cerise",n.a,Forte
2110,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5,12/6/19,12,Blonde,33cl,Angleterre,Brew by Numbers ,American Pale Ale,0.052,n.a,"Ar�mes de fruits exotiques (papaye, goyave) et agrumes (citron, mandarine); tr�s aromatique"," Idem en bouche avec une finale tr�s fra�che, herbac_e et menthol_e. Assez l_g�re, tr�s fine, tr�s aromatique avec une amertume bien dos_e.",n.a,"Tr�s bien avec une burrata-tomates anciennes-framboises-chioggia, radis noir et oignons en pickles",Forte
1125,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5,13-06-2019,13,Blonde,33cl,Angleterre,Brew by Numbers ,Session IPA,0.042,n.a,n.a,n.a,n.a,n.a,L_gﾏre
